Cust ID,State,VMail Plan,International Plan,Day_Minutes,Day_Calls,Day_Charge,Evening_Minutes,Evening_Calls,Evening_Charge,Night_Minutes,Night_Calls,Night_Charge,International_Minutes,International_Calls,International_Charge,Customer_Service_Calls,VMail_Messages,Churn
663,SD,1,1,,,,,,,,,,,,,,,0
664,LA,1,1,144.46,16,8.6676,195.9,22,5.877,106.18,11,2.1236,136.96,17,41.088,14,18,0
665,IL,1,1,48.28,5,2.8968,13.68,1,0.4104,24.15,4,0.483,80.67,7,24.201,2,,0
666,CT,1,1,,,,,,,,,,,,,,,0
667,SC,0,1,91.47,10,5.4882,73.55,11,2.2065,140.86,12,2.8172,128.56,15,38.568,10,19,1
668,MT,1,0,237.46,23,14.2476,168.36,16,5.0508,170.52,19,3.4104,266.54,24,79.962,14,18,0
669,OR,1,1,178.58,21,10.7148,185.98,21,5.5794,287.41,28,5.7482,175.96,18,52.788,10,29,0
670,DC,1,1,221.16,22,13.2696,282.42,26,8.4726,221.36,20,4.4272,191.51,21,57.453,8,23,0
671,ME,1,0,245.38,28,14.7228,346.03,37,10.3809,250.01,27,5.0002,256.62,27,76.986,19,35,0
672,OR,1,1,,,,,,,,,,,,,,,0
673,AR,1,1,131.63,13,7.8978,186.06,22,5.5818,101.9,13,2.038,252.18,24,75.654,6,17,0
674,WV,1,1,,,,31.04,4,0.9312,,,,16.48,2,4.944,,2,0
675,WA,1,1,521.29,49,31.2774,363.79,39,10.9137,543.67,58,10.8734,426.96,44,128.088,19,55,0
676,AK,1,1,103.13,14,6.1878,151.09,13,4.5327,105.24,11,2.1048,130.77,15,39.231,11,13,0
677,NH,1,1,117.88,12,7.0728,69.56,5,2.0868,5.98,1,0.1196,57.65,7,17.295,3,6,0
678,NM,1,0,256.46,29,15.3876,210.23,26,6.3069,201.06,23,4.0212,140.5,18,42.15,11,20,0
679,AZ,1,1,14.83,2,0.8898,48.01,5,1.4403,35.74,4,0.7148,11.85,1,3.555,5,8,0
680,WA,1,1,104.94,10,6.2964,133.1,16,3.993,133.41,15,2.6682,214.12,19,64.236,5,21,1
681,NY,1,0,62.9,7,3.774,29.14,5,0.8742,31.02,4,0.6204,43.26,4,12.978,3,5,1
682,TN,1,1,86.42,8,5.1852,117.4,12,3.522,143.86,14,2.8772,105.86,14,31.758,5,20,0
683,CA,1,1,93.49,9,5.6094,51.48,6,1.5444,87.27,11,1.7454,104.5,7,31.35,2,9,1
684,SD,1,1,127.94,13,7.6764,171.9,15,5.157,57.93,6,1.1586,111.1,13,33.33,12,13,1
685,SC,1,1,16.52,2,0.9912,28.44,4,0.8532,64.64,5,1.2928,53.7,4,16.11,1,8,0
686,NY,1,1,533.79,51,32.0274,495.42,60,14.8626,471.79,50,9.4358,433.1,50,129.93,30,66,0
687,OH,1,1,203.89,20,12.2334,359.79,34,10.7937,262.89,23,5.2578,285.47,30,85.641,15,32,0
688,WV,1,1,100.32,13,6.0192,200.45,21,6.0135,120.96,17,2.4192,201.64,17,60.492,4,22,1
689,KY,1,1,34.98,6,2.0988,107.07,10,3.2121,89.78,6,1.7956,24.83,6,7.449,6,9,0
690,CO,1,1,40.96,6,2.4576,50.84,7,1.5252,22.13,7,0.4426,124.85,12,37.455,7,13,0
691,NH,0,1,235.38,23,14.1228,173.21,19,5.1963,276.56,25,5.5312,212.07,21,63.621,7,18,0
692,AK,1,0,359.58,34,21.5748,271.04,31,8.1312,283.45,30,5.669,234.77,24,70.431,25,36,0
693,VA,1,1,324.83,35,19.4898,383.26,44,11.4978,301.01,37,6.0202,324.32,35,97.296,24,34,0
694,IA,0,1,39.41,7,2.3646,108.47,12,3.2541,90.1,10,1.802,90.22,11,27.066,5,10,0
695,NV,1,1,124.1,17,7.446,70.98,12,2.1294,92.64,13,1.8528,204.12,17,61.236,7,23,0
696,CA,0,1,232.97,27,13.9782,188.73,19,5.6619,231.78,23,4.6356,212.93,23,63.879,13,32,0
697,AZ,1,1,201.45,21,12.087,220.83,16,6.6249,134.35,15,2.687,189.74,23,56.922,11,22,0
698,OH,1,1,59.37,5,3.5622,90.95,8,2.7285,53.02,6,1.0604,116.8,9,35.04,3,10,0
699,MT,1,1,178.67,22,10.7202,58.59,9,1.7577,116.48,13,2.3296,103.46,14,31.038,12,25,0
700,AR,1,1,211.99,21,12.7194,116.97,13,3.5091,158.09,16,3.1618,262.88,22,78.864,11,24,1
701,NY,1,1,211.22,21,12.6732,285.62,29,8.5686,189.92,17,3.7984,187.16,20,56.148,12,19,0
702,MD,1,1,29.9,5,1.794,97.2,9,2.916,62.38,7,1.2476,72.98,8,21.894,4,6,0
703,NE,1,0,80.37,8,4.8222,87.01,7,2.6103,115.13,11,2.3026,154.18,13,46.254,8,13,0
704,MS,1,0,188.34,19,11.3004,143.84,14,4.3152,224.81,21,4.4962,190.57,18,57.171,6,28,0
705,PA,1,0,233.23,29,13.9938,156.27,19,4.6881,202.04,22,4.0408,109.98,13,32.994,13,20,0
706,KY,1,1,251.73,30,15.1038,233.68,23,7.0104,454.75,44,9.095,329.72,37,98.916,18,37,0
707,TX,1,1,147.2,18,8.832,98.14,11,2.9442,121.22,10,2.4244,126.57,15,37.971,5,16,0
708,PA,1,1,131.57,13,7.8942,140.33,14,4.2099,110.53,11,2.2106,141.26,15,42.378,5,14,0
709,GA,1,1,115.79,14,6.9474,104.3,15,3.129,118.98,10,2.3796,130.64,13,39.192,7,17,0
710,WA,1,1,121.57,13,7.2942,88.52,9,2.6556,81.22,9,1.6244,76.59,7,22.977,9,12,0
711,IA,0,0,202.5,21,12.15,199.82,24,5.9946,369.44,38,7.3888,184.81,22,55.443,12,35,0
712,MI,1,1,82.04,11,4.9224,81.9,8,2.457,72.27,9,1.4454,92.6,15,27.78,8,7,0
713,WV,0,1,208.17,19,12.4902,150.84,18,4.5252,131.19,12,2.6238,137.45,13,41.235,7,17,0
714,MO,1,1,309.45,33,18.567,368.9,37,11.067,433.15,47,8.663,343.83,40,103.149,31,39,1
715,MS,1,1,227.28,20,13.6368,127.68,15,3.8304,245.68,23,4.9136,177.15,19,53.145,13,21,0
716,NE,1,1,124.83,13,7.4898,86.61,13,2.5983,114.91,10,2.2982,85.84,11,25.752,6,20,0
717,ND,1,1,216.59,29,12.9954,329.7,33,9.891,217.51,23,4.3502,291.71,32,87.513,17,39,0
718,TN,1,1,325.07,32,19.5042,280.4,34,8.412,499.32,48,9.9864,439.18,42,131.754,21,48,0
719,MS,1,1,468.64,47,28.1184,347.12,41,10.4136,308.49,34,6.1698,403.66,35,121.098,20,41,0
720,LA,1,1,111.71,13,6.7026,135.06,16,4.0518,130.3,15,2.606,140.24,12,42.072,10,25,0
721,ID,1,1,,,,,,,,,,,,,,,0
722,CA,1,1,,,,,,,,,,,,,,,1
723,KS,1,1,437.98,44,26.2788,379.42,47,11.3826,383.3,46,7.666,547.17,51,164.151,28,62,0
724,FL,0,1,101.15,7,6.069,148.24,11,4.4472,92.36,11,1.8472,88.61,8,26.583,6,8,1
725,SC,1,1,523.75,53,31.425,520.72,53,15.6216,358.14,40,7.1628,504.26,49,151.278,26,41,0
726,WY,1,1,159.35,16,9.561,116.88,14,3.5064,152.17,18,3.0434,193.61,21,58.083,10,17,0
727,NY,1,1,97.93,13,5.8758,223.92,22,6.7176,151.18,16,3.0236,109.89,12,32.967,9,16,0
728,MN,1,1,,,,,,,,,,,,,,,0
729,SD,1,1,195.42,16,11.7252,211.21,27,6.3363,169.25,16,3.385,168.78,17,50.634,15,30,1
730,MD,1,1,171.85,21,10.311,108.16,12,3.2448,184.6,23,3.692,153.41,18,46.023,11,18,1
731,NV,1,1,237.44,23,14.2464,197.54,22,5.9262,183.03,18,3.6606,101.13,13,30.339,6,19,0
732,HI,1,1,448.55,41,26.913,312.54,35,9.3762,283.09,29,5.6618,314.39,33,94.317,11,33,0
733,ME,1,1,283.41,33,17.0046,303.67,37,9.1101,349.46,36,6.9892,440.88,46,132.264,30,62,0
734,PA,1,1,60.68,6,3.6408,90.02,8,2.7006,103.2,10,2.064,36.19,2,10.857,2,7,0
735,NY,1,0,69.86,8,4.1916,61.95,7,1.8585,59.83,7,1.1966,58.18,12,17.454,2,17,0
736,NM,1,0,287.67,28,17.2602,112.76,12,3.3828,188.17,15,3.7634,192.43,20,57.729,8,19,0
737,AR,1,1,114.41,12,6.8646,172.92,15,5.1876,81.33,10,1.6266,127.02,11,38.106,11,18,0
738,PA,1,1,181.92,20,10.9152,157.35,15,4.7205,132.38,15,2.6476,143.09,15,42.927,10,21,0
739,UT,0,1,118.21,14,7.0926,95.87,10,2.8761,212.21,24,4.2442,103.81,14,31.143,9,20,0
740,UT,1,1,68.31,5,4.0986,39.8,7,1.194,18.55,2,0.371,17,1,5.1,1,3,0
741,RI,1,1,28.82,3,1.7292,65.34,6,1.9602,103.52,10,2.0704,33.07,4,9.921,6,7,1
742,IN,1,1,242.31,32,14.5386,263.63,26,7.9089,363.2,42,7.264,278.84,31,83.652,29,42,0
743,VA,1,1,131.48,14,7.8888,171.69,17,5.1507,74.43,6,1.4886,112.52,12,33.756,10,17,0
744,MT,1,1,50.15,7,3.009,23.42,2,0.7026,34.94,3,0.6988,46.95,6,14.085,3,5,0
745,LA,1,0,142.76,13,8.5656,232.38,19,6.9714,135.99,14,2.7198,139.95,14,41.985,9,20,1
746,DC,1,1,29.01,3,1.7406,128.3,11,3.849,67.42,9,1.3484,51.28,5,15.384,8,14,0
747,WI,1,1,335.8,38,20.148,334.37,35,10.0311,230.8,24,4.616,293.38,30,88.014,20,47,0
748,AZ,1,1,94.57,10,5.6742,155.38,15,4.6614,200.45,18,4.009,179.76,16,53.928,18,19,0
749,NY,0,1,92.25,9,5.535,109.46,13,3.2838,77.84,8,1.5568,123.19,16,36.957,5,7,0
750,NC,1,1,372.71,42,22.3626,249.1,32,7.473,385.69,39,7.7138,306.13,31,91.839,21,50,0
751,MT,1,1,399.23,45,23.9538,304.56,43,9.1368,353.81,42,7.0762,304.34,35,91.302,33,50,0
752,NJ,1,1,254.5,28,15.27,232.85,25,6.9855,219.45,22,4.389,323.88,30,97.164,13,40,0
753,AR,0,1,336.47,30,20.1882,278.11,29,8.3433,206.37,20,4.1274,212.86,21,63.858,16,28,0
754,WV,1,1,100.91,12,6.0546,64.24,5,1.9272,23.38,5,0.4676,126.03,11,37.809,7,9,0
755,CT,1,1,102.9,11,6.174,60.01,8,1.8003,118.54,11,2.3708,73.68,7,22.104,4,13,0
756,VA,1,1,233.46,29,14.0076,224.84,21,6.7452,231.91,24,4.6382,281.36,30,84.408,15,34,0
757,DE,1,0,195.44,24,11.7264,242.71,25,7.2813,111.63,13,2.2326,279.26,32,83.778,12,35,0
758,HI,1,1,413.38,40,24.8028,331.35,35,9.9405,255.27,26,5.1054,337.59,35,101.277,24,34,0
759,NE,0,1,133.18,17,7.9908,221.81,25,6.6543,169.36,17,3.3872,123.05,15,36.915,12,24,0
760,TN,1,1,298.19,30,17.8914,251.92,25,7.5576,257.49,33,5.1498,307.16,31,92.148,16,36,0
761,IN,1,1,218.93,22,13.1358,286.59,31,8.5977,270.5,32,5.41,229.6,26,68.88,18,37,0
762,MD,0,1,229.54,21,13.7724,161.82,17,4.8546,130.74,17,2.6148,247.77,20,74.331,14,22,0
763,SC,1,1,155.63,13,9.3378,134.44,16,4.0332,106.16,11,2.1232,116.66,10,34.998,8,24,0
764,CA,0,1,252.03,24,15.1218,311.12,33,9.3336,286.26,32,5.7252,378.84,37,113.652,17,34,0
765,KS,1,1,342.57,33,20.5542,412.04,44,12.3612,299.53,31,5.9906,248.62,29,74.586,19,58,0
766,WY,1,1,146.89,17,8.8134,318.66,26,9.5598,227.19,28,4.5438,214.39,20,64.317,15,35,0
767,ID,1,1,56.57,5,3.3942,131.88,11,3.9564,72.36,9,1.4472,203.75,20,61.125,9,13,0
768,UT,1,1,86.03,10,5.1618,117.87,11,3.5361,51.26,6,1.0252,36.05,4,10.815,4,9,1
769,SD,1,1,52.42,5,3.1452,45.47,6,1.3641,51.62,6,1.0324,109.59,12,32.877,3,13,0
770,AL,0,0,267.97,32,16.0782,265.8,35,7.974,269.73,31,5.3946,513.77,48,154.131,24,53,0
771,MO,1,1,69.65,9,4.179,78.16,8,2.3448,107.6,14,2.152,114.07,12,34.221,5,18,0
772,CO,1,1,90.16,10,5.4096,25.9,3,0.777,81.54,9,1.6308,84.7,8,25.41,8,13,0
773,SC,1,1,,,,,,,,,,,,,,,0
774,NC,1,1,229.41,24,13.7646,124.26,15,3.7278,144.13,18,2.8826,107.91,16,32.373,12,15,0
775,IN,0,1,184.52,22,11.0712,216.92,24,6.5076,197.47,25,3.9494,270.01,30,81.003,20,24,0
776,NH,1,0,,,,,,,,,,,,,,,0
777,KY,1,1,231.41,28,13.8846,200.93,21,6.0279,344.56,35,6.8912,260.52,26,78.156,16,32,1
778,NY,1,1,85.63,8,5.1378,50.51,6,1.5153,54.12,7,1.0824,72.81,7,21.843,2,14,0
779,AR,1,1,224.77,21,13.4862,147.49,19,4.4247,152.31,17,3.0462,124.65,17,37.395,11,16,0
780,SC,1,1,5.2,1,0.312,27.4,2,0.822,28.97,2,0.5794,44.75,5,13.425,1,1,0
781,AL,1,1,166.56,16,9.9936,99.58,9,2.9874,99.91,10,1.9982,113.9,12,34.17,4,15,0
782,AZ,1,1,462.73,46,27.7638,384.49,42,11.5347,398.74,42,7.9748,327.3,38,98.19,16,42,0
783,FL,1,1,384.7,39,23.082,337.61,39,10.1283,443.24,40,8.8648,312.88,34,93.864,22,43,0
784,CO,1,1,,,,,,,,,,,,,,,0
785,IL,1,1,174.19,20,10.4514,190.17,23,5.7051,261.19,27,5.2238,168.69,19,50.607,16,31,0
786,PA,1,1,,,,,,,,,,,,,,,0
787,AR,1,1,119.09,11,7.1454,187.74,16,5.6322,108.78,9,2.1756,123.27,13,36.981,4,15,0
788,AL,1,1,89.9,9,5.394,95.22,10,2.8566,99.2,8,1.984,41.59,7,12.477,1,16,0
789,VT,0,1,333.47,37,20.0082,233.85,26,7.0155,312.6,32,6.252,251.44,33,75.432,22,50,0
790,ME,1,1,129.02,14,7.7412,149.48,20,4.4844,138.71,16,2.7742,117.25,10,35.175,9,29,0
791,WI,1,1,48.77,6,2.9262,78.72,7,2.3616,33.85,6,0.677,44.6,4,13.38,2,14,1
792,TN,1,1,351.63,35,21.0978,423.06,38,12.6918,311.6,33,6.232,357.97,33,107.391,18,34,0
793,IL,1,1,97.45,9,5.847,39.6,6,1.188,95.36,8,1.9072,53.91,6,16.173,5,11,0
794,HI,1,1,392.46,34,23.5476,350.77,37,10.5231,338.62,37,6.7724,347.03,38,104.109,21,42,1
795,NM,1,1,13.38,2,0.8028,46.66,6,1.3998,6,1,0.12,34.07,4,10.221,,2,0
796,OH,1,1,62.53,6,3.7518,148.36,20,4.4508,110.74,10,2.2148,72.03,10,21.609,11,11,0
797,HI,1,1,74.11,8,4.4466,12.74,2,0.3822,45.79,5,0.9158,51.69,6,15.507,4,6,0
798,LA,1,1,,,,,,,,,,,,,,,1
799,WV,1,1,403.06,44,24.1836,459.24,54,13.7772,293.51,32,5.8702,267.15,31,80.145,19,47,1
800,DC,1,0,73.11,6,4.3866,42.55,4,1.2765,87.78,7,1.7556,28.93,4,8.679,2,9,0
801,AZ,1,1,246.35,22,14.781,324.06,32,9.7218,211.63,21,4.2326,115.53,14,34.659,16,37,0
802,KS,1,1,315.74,30,18.9444,147.24,18,4.4172,316.65,32,6.333,276.23,23,82.869,7,31,0
803,MD,1,1,192.06,19,11.5236,189.48,21,5.6844,216.65,21,4.333,238.59,27,71.577,6,26,0
804,AZ,1,1,76.94,10,4.6164,116.65,17,3.4995,68.94,6,1.3788,95.82,10,28.746,9,13,0
805,NC,1,1,268.46,24,16.1076,262.14,28,7.8642,173.86,23,3.4772,283.55,27,85.065,13,38,0
806,TX,1,1,,,,,,,,,,,,,,,0
807,MI,1,1,219.66,24,13.1796,120.28,16,3.6084,214.52,21,4.2904,243.73,24,73.119,13,19,0
808,WY,1,1,216.43,21,12.9858,300.8,29,9.024,283.16,30,5.6632,265.86,27,79.758,16,25,0
809,ID,1,1,280.01,29,16.8006,115.39,13,3.4617,281.83,29,5.6366,225.61,20,67.683,11,25,0
810,MI,1,1,59.59,5,3.5754,32.88,2,0.9864,62.58,6,1.2516,43.62,3,13.086,3,3,0
811,HI,1,1,,,,,,,,,,,,,,,0
812,ID,0,1,352.83,40,21.1698,473.11,53,14.1933,446.5,46,8.93,378.47,33,113.541,27,37,0
813,CO,1,1,188.91,21,11.3346,280.8,27,8.424,266.63,29,5.3326,233.57,25,70.071,13,31,1
814,ME,1,1,64.22,11,3.8532,108.77,8,3.2631,101.34,10,2.0268,144.44,14,43.332,8,11,0
815,MD,1,1,292.23,28,17.5338,246.72,28,7.4016,282.32,27,5.6464,245.85,24,73.755,12,24,0
816,OR,1,1,316.43,29,18.9858,457,54,13.71,435.96,49,8.7192,649.52,68,194.856,23,43,0
817,KY,1,1,104.82,12,6.2892,115.96,11,3.4788,176.32,16,3.5264,145.11,13,43.533,8,18,0
818,OR,1,1,99.24,9,5.9544,131.6,14,3.948,76.84,10,1.5368,85.11,10,25.533,5,14,0
819,UT,1,1,12.46,2,0.7476,30.37,3,0.9111,30,3,0.6,17.28,1,5.184,2,1,1
820,LA,1,1,150.28,16,9.0168,253.24,25,7.5972,148.41,18,2.9682,204.77,20,61.431,7,26,0
821,SC,1,1,256.45,26,15.387,202.72,22,6.0816,155.91,20,3.1182,186.18,20,55.854,8,27,0
822,NC,1,0,266.12,31,15.9672,304.12,29,9.1236,339.78,34,6.7956,500.58,50,150.174,22,33,0
823,ID,1,1,286.91,28,17.2146,212.79,22,6.3837,198.95,26,3.979,230.44,27,69.132,19,42,0
824,TX,1,1,176.82,22,10.6092,215.6,23,6.468,285.09,30,5.7018,271.13,26,81.339,11,30,0
825,NY,1,1,28.92,4,1.7352,46.32,6,1.3896,55,5,1.1,77.83,6,23.349,2,6,0
826,MT,1,1,,,,,,,,,,,,,,,0
827,NY,1,0,231.69,26,13.9014,235.73,27,7.0719,366.24,37,7.3248,280.97,29,84.291,17,29,0
828,SC,1,1,188.81,17,11.3286,152.02,16,4.5606,130.38,15,2.6076,239.68,22,71.904,16,24,0
829,OR,1,1,111.37,11,6.6822,57.23,7,1.7169,117.88,14,2.3576,133.63,12,40.089,4,19,0
830,ME,1,1,119.69,11,7.1814,120.56,12,3.6168,123.61,13,2.4722,102.08,12,30.624,5,7,1
831,MD,1,1,72.64,8,4.3584,114.24,15,3.4272,180.95,17,3.619,119.19,14,35.757,5,14,0
832,CA,1,1,33.5,6,2.01,53.84,5,1.6152,43.32,4,0.8664,43.13,5,12.939,3,8,1
833,WI,1,1,,,,,,,,,,,,,,,1
834,KS,0,1,321.6,38,19.296,323.02,35,9.6906,320.79,35,6.4158,280.33,38,84.099,28,42,0
835,NC,1,1,147.07,14,8.8242,279.78,30,8.3934,230.38,29,4.6076,145.67,15,43.701,11,29,0
836,IN,1,1,243.59,22,14.6154,154.12,19,4.6236,129.16,14,2.5832,233.36,26,70.008,17,27,0
837,NE,1,1,140.32,15,8.4192,139.24,13,4.1772,135.22,11,2.7044,77.15,9,23.145,8,11,0
838,NY,1,1,,,,,,,,,,,,,,,0
839,SC,1,1,120.66,10,7.2396,120.44,12,3.6132,59.71,5,1.1942,98.44,7,29.532,4,8,0
840,LA,1,1,175.02,15,10.5012,101.74,8,3.0522,149.09,13,2.9818,113.06,12,33.918,6,16,0
841,VA,1,1,86.31,12,5.1786,82.67,9,2.4801,130.73,15,2.6146,100.95,9,30.285,8,7,0
842,VT,1,0,28.52,2,1.7112,14.3,1,0.429,6.97,2,0.1394,23.47,2,7.041,3,5,0
843,VT,1,1,183.49,19,11.0094,151.17,15,4.5351,124.62,13,2.4924,134.93,12,40.479,12,16,0
844,NY,1,0,33.92,4,2.0352,21.21,2,0.6363,17.73,2,0.3546,58.72,9,17.616,1,5,0
845,MI,0,1,,,,,,,,,,,,,,,0
846,DC,0,1,58.57,5,3.5142,24.37,3,0.7311,27.25,2,0.545,116.07,11,34.821,,6,1
847,VT,1,1,115.87,11,6.9522,79.56,9,2.3868,115.64,13,2.3128,126.01,11,37.803,3,17,0
848,NY,0,0,,,,,,,,,,,,,,,0
849,RI,1,1,,,,,,,,,,,,,,,0
850,DC,1,1,54.32,5,3.2592,54.93,6,1.6479,52.93,5,1.0586,11.36,3,3.408,2,6,0
851,AR,1,1,214.36,22,12.8616,317.26,28,9.5178,276.37,27,5.5274,285.25,32,85.575,15,31,0
852,WA,1,1,303.06,37,18.1836,386.31,43,11.5893,365.55,36,7.311,384.65,38,115.395,28,46,0
853,SC,1,1,104.59,7,6.2754,107.45,10,3.2235,48.42,4,0.9684,59.85,12,17.955,4,10,0
854,OK,1,1,110.8,12,6.648,99.41,10,2.9823,111.6,14,2.232,212.42,21,63.726,12,19,0
855,AR,1,1,48.33,5,2.8998,84.35,10,2.5305,21.38,2,0.4276,28.43,3,8.529,3,8,1
856,GA,1,0,241.14,23,14.4684,258.6,24,7.758,174.49,18,3.4898,65.16,12,19.548,15,14,0
857,AL,1,1,169.27,18,10.1562,205.73,19,6.1719,217.81,21,4.3562,178.01,19,53.403,10,17,0
858,WV,1,1,21.01,4,1.2606,20.46,4,0.6138,43.58,5,0.8716,108.5,10,32.55,2,11,0
859,IN,1,1,44.05,6,2.643,55.41,4,1.6623,73.06,9,1.4612,70.76,6,21.228,,8,0
860,FL,1,0,148.96,15,8.9376,96.69,13,2.9007,126.53,16,2.5306,137.64,15,41.292,2,8,1
861,RI,1,1,146.95,14,8.817,130.41,12,3.9123,88.32,8,1.7664,112.1,8,33.63,6,10,0
862,AZ,1,1,104.67,11,6.2802,78.93,11,2.3679,58.81,8,1.1762,167.28,16,50.184,10,13,0
863,NY,1,1,49.03,6,2.9418,38.03,5,1.1409,57.43,4,1.1486,77.84,8,23.352,3,10,0
864,OH,1,1,154.07,16,9.2442,143.67,14,4.3101,89.69,12,1.7938,73.4,7,22.02,2,15,0
865,IN,1,1,434.35,46,26.061,574.31,62,17.2293,367.89,36,7.3578,398.02,37,119.406,21,51,0
866,LA,1,1,484.19,47,29.0514,394.38,43,11.8314,415.77,44,8.3154,503.63,49,151.089,19,49,0
867,TX,1,0,558.88,58,33.5328,393.93,42,11.8179,504.63,50,10.0926,691.54,59,207.462,38,51,0
868,DC,1,1,42.13,5,2.5278,45.98,4,1.3794,41.19,3,0.8238,42.37,5,12.711,5,4,0
869,OH,1,1,144.81,13,8.6886,121.4,13,3.642,107.06,13,2.1412,94.42,10,28.326,10,11,0
870,KS,1,1,64.91,4,3.8946,69.53,6,2.0859,69.32,6,1.3864,25.23,4,7.569,2,9,0
871,IA,1,1,86.45,9,5.187,109.59,14,3.2877,182.35,18,3.647,184.74,22,55.422,6,18,0
872,ME,1,1,196.93,20,11.8158,335.92,35,10.0776,204.58,20,4.0916,275.35,27,82.605,11,30,0
873,VA,1,1,453.85,49,27.231,537.09,55,16.1127,602.11,61,12.0422,426.31,41,127.893,36,69,0
874,MD,1,1,259.38,26,15.5628,217.45,23,6.5235,274.12,32,5.4824,255.08,28,76.524,9,36,0
875,IN,1,1,97.72,12,5.8632,115.46,12,3.4638,56.98,6,1.1396,67.39,9,20.217,7,7,0
876,WV,1,1,303.39,33,18.2034,266.79,27,8.0037,169.8,21,3.396,170.55,18,51.165,13,27,0
877,RI,1,1,84.19,9,5.0514,110.7,10,3.321,120.02,10,2.4004,73.86,9,22.158,8,17,1
878,LA,1,1,149.81,16,8.9886,225.43,24,6.7629,68.03,10,1.3606,199.51,24,59.853,11,21,0
879,CT,1,1,220.61,24,13.2366,285.82,30,8.5746,250.49,30,5.0098,325.5,30,97.65,7,37,0
880,CT,1,1,59.31,9,3.5586,218.49,17,6.5547,187.01,20,3.7402,103.48,13,31.044,7,28,0
881,MS,1,1,169.28,18,10.1568,192.47,26,5.7741,159.29,16,3.1858,158.51,14,47.553,5,19,0
882,NV,1,1,269.21,31,16.1526,252.27,25,7.5681,171.4,19,3.428,233.35,25,70.005,16,38,1
883,MN,1,1,143.55,15,8.613,151.06,15,4.5318,224.11,25,4.4822,175.88,19,52.764,12,23,0
884,ME,1,1,385.47,33,23.1282,311.02,29,9.3306,307.55,33,6.151,224.78,27,67.434,19,38,0
885,SC,1,1,60.55,7,3.633,27.45,4,0.8235,44.16,7,0.8832,12.37,2,3.711,4,6,0
886,AK,1,1,315.13,36,18.9078,286.53,34,8.5959,384.72,38,7.6944,439.44,42,131.832,21,46,0
887,MT,1,1,42.43,7,2.5458,86.74,9,2.6022,106.48,8,2.1296,131.13,17,39.339,4,15,0
888,OR,1,1,112.64,13,6.7584,86.12,7,2.5836,102.42,10,2.0484,9.13,4,2.739,3,19,0
889,OK,1,1,110.08,12,6.6048,98.75,14,2.9625,189.19,17,3.7838,85.19,11,25.557,7,9,0
890,DC,1,1,459.63,48,27.5778,540.9,63,16.227,451.12,49,9.0224,527.55,53,158.265,26,63,1
891,NH,1,1,346.42,33,20.7852,273.91,31,8.2173,257.88,24,5.1576,276.89,31,83.067,12,40,0
892,AL,1,1,138.06,16,8.2836,215.86,28,6.4758,242.86,30,4.8572,296.03,26,88.809,12,20,0
893,OK,1,1,322.89,32,19.3734,361.92,42,10.8576,232.25,28,4.645,385.09,38,115.527,16,36,0
894,MI,1,1,104.46,12,6.2676,87.98,8,2.6394,46.03,7,0.9206,59.9,7,17.97,7,18,0
895,TX,0,1,159.98,18,9.5988,190.56,20,5.7168,130.61,14,2.6122,139.18,16,41.754,13,21,0
896,SD,1,1,,,,,,,,,,,,,,,0
897,NC,0,1,86.52,9,5.1912,109.43,13,3.2829,175.74,14,3.5148,49.14,6,14.742,8,18,0
898,CO,1,1,130.34,12,7.8204,136.43,14,4.0929,73.88,8,1.4776,90.1,10,27.03,6,10,0
899,VA,1,1,32.3,4,1.938,50.87,5,1.5261,77.62,7,1.5524,57.4,5,17.22,5,4,0
900,MO,1,1,226.06,22,13.5636,226.88,22,6.8064,401.38,41,8.0276,295.1,32,88.53,12,33,0
901,RI,1,1,81.43,9,4.8858,126.19,14,3.7857,141.65,16,2.833,85.08,12,25.524,18,18,0
902,CT,1,1,233.39,26,14.0034,201.07,22,6.0321,225.91,25,4.5182,186.37,18,55.911,16,27,0
903,AL,1,1,408.63,50,24.5178,504.94,51,15.1482,520.78,51,10.4156,314.02,35,94.206,32,60,0
904,NY,1,1,123.75,15,7.425,283.28,29,8.4984,259.02,23,5.1804,186.05,16,55.815,22,27,0
905,ME,1,1,119.19,11,7.1514,63.18,8,1.8954,147.25,12,2.945,74.62,7,22.386,7,10,1
906,KS,1,1,,,,,,,,,,,,,,,0
907,NJ,1,1,63.12,6,3.7872,2.83,1,0.0849,31.6,3,0.632,12.92,3,3.876,2,3,0
908,OR,1,0,170.17,16,10.2102,110.32,12,3.3096,156.34,15,3.1268,140.44,13,42.132,6,8,0
909,CT,1,1,129.45,16,7.767,202.88,25,6.0864,236.83,23,4.7366,225.25,26,67.575,9,29,0
910,AR,1,1,38.67,6,2.3202,42.12,5,1.2636,17.91,2,0.3582,15.63,1,4.689,1,2,0
911,WV,1,1,212.89,22,12.7734,343.9,36,10.317,332.33,32,6.6466,214.77,26,64.431,17,39,0
912,ND,1,1,53.27,4,3.1962,26.18,3,0.7854,26.05,3,0.521,33.7,5,10.11,5,3,0
913,OH,1,1,,,,,,,,,,,,,,,0
914,NC,1,1,117.03,12,7.0218,96.46,12,2.8938,129.43,12,2.5886,117.11,15,35.133,10,14,0
915,LA,1,1,319.21,29,19.1526,305.42,34,9.1626,274.71,28,5.4942,246.14,26,73.842,15,30,0
